title,originallink,link,description,pubDate,corp_name,E,S,G,value
"삼성생명, DSR 60%→40%로 하향… 보험사 대출 어려워지나?",http://moneys.mt.co.kr/news/mwView.php?no=2021090918068050559,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=417&aid=0000733756,"삼성생명이 가계대출 총량을 관리하기 위해 DSR(총부채원리금상환비율) 상한선을 60%에서 40%로 낮췄다. 현재 차주별 DSR 한도는 은행이 60%, 비은행이 40%지만 가계대출총량을 맞추기 위해 규제를 강화한 것이다....","Fri, 10 Sep 2021 05:06:00 +0900",삼성생명,0,0,0,0
"라이프시맨틱스, 삼성생명과 ‘건강관리서비스’ 개발",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202109160099&t=NN,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=215&aid=0000985129,"디지털 헬스케어업체인 라이프시맨틱스는 삼성생명과 ‘건강관리서비스’ 개발 프로젝트 계약을 체결했다고 16일 밝혔다. 계약금액은 계약금액은 16억4,500만원(부가세 포함)으로 전년도 매출액의 56.1%에 해당하는 규모다....","Thu, 16 Sep 2021 11:07:00 +0900",삼성생명,0,0,0,0
"삼성생명, 전체 1순위로 이해란 지명",http://www.segye.com/content/html/2021/09/08/20210908514599.html?OutUrl=naver,https://sports.news.naver.com/news.nhn?oid=022&aid=0003617871,"여자농구 신인 드래프트 2순위 하나원큐는 박소희 낙점 신한은행, 3순위로 변소정 뽑아 8일 열린 WKBL 2021∼2022 신인 드래프트 전체 1순위로 삼성생명에 지명된 이해란(가운데)과 2순위로 하나원큐가 뽑은 박소희...","Wed, 08 Sep 2021 20:02:00 +0900",삼성생명,0,0,0,0
"라이프시맨틱스, 삼성생명과 16억 규모 '건강관리서비스' 개발 프로젝트 계약",http://www.etnews.com/20210916000038,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=030&aid=0002970008,라이프시맨틱스(대표 송승재)가 삼성생명과 '건강관리서비스' 개발 프로젝트 계약을 체결했다고 16일 밝혔다. 계약금액은 16억4500만원으로 전년도 매출액의 56.1%에 해당하는 규모다. 계약에 따라 라이프시맨틱스는 자사의...,"Thu, 16 Sep 2021 10:21:00 +0900",삼성생명,0,0,0,0
"라이프시맨틱스, 삼성생명과 16억원 건강관리서비스 개발 계약",https://www.hankyung.com/it/article/202109169821i,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=015&aid=0004605691,"라이프시맨틱스는 삼성생명과 건강관리서비스 개발 과제(프로젝트)에 대한 계약을 체결했다고 16일 밝혔다. 계약 규모는 16억4500만원으로, 전년 매출의 56.1%에 해당한다. 이번 계약으로 라이프시맨틱스는 앱(응용...","Thu, 16 Sep 2021 09:48:00 +0900",삼성생명,0,0,0,0
"삼성생명, 가계대출 한도 DSR 40% 수준으로 자체 조정",https://news.kbs.co.kr/news/view.do?ncd=5276573&amp;ref=A,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=056&aid=0011117785,연간 가계대출 총량 목표를 초과한 삼성생명이 자체적으로 가계대출 죄기에 나섰습니다. 삼성생명은 최근 개인별 총부채원리금상환비율(DSR) 운영 기준을 40% 수준으로 조정했다고 오늘(9일) 밝혔습니다. DSR은 연 소득...,"Thu, 09 Sep 2021 20:24:00 +0900",삼성생명,0,0,0,0
"삼성생명, 가계대출 조인다… DSR ‘60%→40%’로 규제",http://moneys.mt.co.kr/news/mwView.php?no=2021090910078068847,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=417&aid=0000733418,"삼성생명이 가계대출에 적용하는 DSR(총부채원리금상환비율) 상한선을 60%에서 40%로 낮췄다. 현재 차주별 DSR 한도는 은행이 60%, 비은행이 40%지만 가계대출총량을 맞추기 위해 규제를 강화한 것이다. 삼성생명은...","Thu, 09 Sep 2021 10:10:00 +0900",삼성생명,0,0,0,0
"여자농구 삼성생명, 신인 드래프트 1순위로 이해란 지명",http://www.newsis.com/view/?id=NISX20210908_0001576347&cID=10505&pID=10500,https://sports.news.naver.com/news.nhn?oid=003&aid=0010709104,기사내용 요약1순위 하나원큐는 박소희·3순위 신한은행은 변소정 여자프로농구 용인 삼성생명이 신인 드래프트 전체 1순위로 이해란(18·182.6㎝)을 지명했다. 8일 용인체육관에서 열린 WKBL 2021~2022 신입선수...,"Wed, 08 Sep 2021 15:01:00 +0900",삼성생명,0,0,0,0
여자 고교 농구 최대어 이해란 삼성생명 품으로,https://www.joongang.co.kr/article/25005428,https://sports.news.naver.com/news.nhn?oid=025&aid=0003133430,여자 고교 농구 최대어 이해란(18·183㎝)이 여자프로농구 신인 드래프트 전체 1순위 지명을 받고 용인 삼성생명에 입단했다. 삼성생명은 8일 용인체육관에서 열린 한국여자농구연맹(WKBL) 2021~22시즌 신입 선수 선발회에서...,"Wed, 08 Sep 2021 15:20:00 +0900",삼성생명,0,0,0,0
"여자농구 삼성생명, 신인 최대어 센터 이해란 지명",https://www.hani.co.kr/arti/sports/sports_general/1010924.html,https://sports.news.naver.com/news.nhn?oid=028&aid=0002559738,용인 삼성생명이 고졸 최대어 이해란(18·182.6㎝)을 1순위로 지명했다. 삼성생명은 8일 경기도 용인체육관에서 열린 한국여자농구연맹(WKBL) 2021~2022 신입 선수 선발회에서 전체 1순위 지명권을 얻어 이해란을...,"Wed, 08 Sep 2021 14:18:00 +0900",삼성생명,0,0,0,0
"삼성생명, WKBL 신인 드래프트 1순위…신한은행 3순위",http://www.newsis.com/view/?id=NISX20210907_0001575023&cID=10505&pID=10500,https://sports.news.naver.com/news.nhn?oid=003&aid=0010706800,기사내용 요약7일 용인체육관에서 열린 2021~2022 WKBL 신입선수선발회 순위 추첨 행사 결과 삼성생명과 부천 하나원큐가 예정대로 신인 드래프트 전체 1순위와 2순위를 확보한 가운데 인천 신한은행이 3순위를...,"Tue, 07 Sep 2021 15:37:00 +0900",삼성생명,0,0,0,0
보험사로 몰리는 대출…삼성생명 DSR 40% 적용 '풍선효과' 차단,https://www.news1.kr/articles/?4428715,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=421&aid=0005592162,삼성생명이 신규 취급하는 상당수 가계대출 건에 대해 DSR(총부채원리금상환비율)을 은행권과 동일한 40% 수준으로 관리하고 있다. 2금융권에는 60%까지 허용이 되지만 최근 가계대출 증가흐름이 가파르자 속도조절에...,"Thu, 09 Sep 2021 06:33:00 +0900",삼성생명,0,0,0,0
"라이프시맨틱스, 삼성생명과 16억 규모 ‘건강관리서비스’ 개발 프로젝트 계...",http://www.edaily.co.kr/news/newspath.asp?newsid=03309526629180776,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005039363,라이프시맨틱스(347700)가 삼성생명과 ‘건강관리서비스’ 개발 프로젝트 계약을 체결했다고 16일 밝혔다. 전체 계약규모는 16억원으로 전년도 매출액의 56.1%에 해당하는 규모다. 이번 계약으로 라이프시맨틱스는 자사...,"Thu, 16 Sep 2021 16:29:00 +0900",삼성생명,0,0,0,0
"삼성생명, 2021-2022 신인 드래프트 1순위로 이해란 지명",http://www.sportsseoul.com/news/read/1062171?ref=naver,https://sports.news.naver.com/news.nhn?oid=468&aid=0000788224,연합뉴스 용인 삼성생명이 2021-2022 신인 드래프트 전체 1순위로 센터 이해란(18·182.6㎝)을 지명했다. 삼성생명은 8일 용인체육관에서 열린 WKBL 2021-2022 신입 선수 선발회에서 전체 1순위 지명권을 얻어 이해란을...,"Wed, 08 Sep 2021 11:20:00 +0900",삼성생명,0,0,0,0
"여자농구 삼성생명, 신인 드래프트 1순위로 최대어 이해란 지명",https://www.news1.kr/articles/?4428099,https://sports.news.naver.com/news.nhn?oid=421&aid=0005590165,여자프로농구 삼성생명이 신인 드래프트 1순위로 이해란(18·수피아여고)을 지명했다. 삼성생명은 8일 용인실내체육관에서 진행된 2021~22 여자프로농구(WKBL) 신인 드래프트에서 1순위로 이해란을 호명했다. 신장 181...,"Wed, 08 Sep 2021 11:04:00 +0900",삼성생명,0,0,0,0
"SK이노베이션, 美 본토에서 '글로벌 인재' 영입 박차",https://www.inthenews.co.kr/news/article.html?no=40357,https://www.inthenews.co.kr/news/article.html?no=40357,배터리 소재 사업 회사 SK아이이테크놀로지[361610]는 2019년 SK이노베이션으로부터 분사한 후 지난해 프리미엄 리튬이온배터리분리막(LiBS) 세계 시장에서 점유율 1위를 차지했고 올해 5월 IPO에 성공했습니다....,"Thu, 23 Sep 2021 13:39:00 +0900",SK아이이테크놀로지,0,1,0,1
"SK이노 ""해외 인재 모십니다""",https://view.asiae.co.kr/article/2021092309070536541,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=277&aid=0004972949,"배터리 소재사업 회사 SK아이이테크놀로지는 2019년 SK이노베이션으로부터 분사한 후, 2년 만인 지난해 프리미엄 리튬이온배터리분리막(LiBS·Lithium ion Battery Separator) 글로벌 시장에서 당당히 점유율 1위를 차지했다....","Thu, 23 Sep 2021 13:12:00 +0900",SK아이이테크놀로지,0,1,0,1
"김준 SK이노 총괄사장, 핵심 인재 확보 위해 미국행",https://sports.donga.com/article/all/20210923/109357910/2,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=382&aid=0000934381,"배터리 소재사업 회사 SK아이이테크놀로지는 2019년 SK이노베이션으로부터 분사한 후, 2년만인 지난해 프리미엄 리튬이온배터리분리막(LiBS; Lithium ion Battery Separator) 글로벌 시장에서 당당히 점유율 1위를 차지했다. 이어...","Thu, 23 Sep 2021 09:47:00 +0900",SK아이이테크놀로지,0,1,0,1
"SKIET, 'RE100' 가입 완료… ""2025년 전력 60% 친환경 전환""",http://moneys.mt.co.kr/news/mwView.php?no=2021091408508027773,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=417&aid=0000734829,SK이노베이션의 소재사업 자회사 SK아이이테크놀로지(SKIET)가 ‘RE100’ 가입을 완료했다고 14일 밝혔다. RE100이란 다국적 비영리기구 ‘더 클라이밋 그룹’에서 시작된 캠페인으로 기업들이 사용하는 전력 100%를...,"Tue, 14 Sep 2021 09:09:00 +0900",SK아이이테크놀로지,1,0,0,1
"김준 SK이노베이션 총괄사장, 인재 찾아 직접 미국行… 그린 사업 핵심인재 확...",https://www.donga.com/news/article/all/20210923/109368359/1,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0003383235,"배터리 소재사업 회사 SK아이이테크놀로지는 2019년 SK이노베이션으로부터 분사한 후 2년 만에 글로벌 리튬이온배터리분리막(LiBS, Lithium ion Battery Separator) 시장에서 점유율 1위를 차지했다. 올해 5월에는 기업공개(IPO)에...","Thu, 23 Sep 2021 18:11:00 +0900",SK아이이테크놀로지,1,1,0,1
“그린사업 핵심인재 영입”…美출장 가는 김준 SK이노 총괄사장,http://www.munhwa.com/news/view.html?no=2021092301072703011001,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=021&aid=0002486418,2019년 분사한 배터리 소재 기업 SK아이이테크놀로지는 지난해 프리미엄 리튬이온배터리분리막(LiBS) 세계 시장에서 점유율 1위를 달성한데 이어 지난 5월 기업 공개(IPO)에도 성공했다.,"Thu, 23 Sep 2021 12:21:00 +0900",SK아이이테크놀로지,1,1,0,1
"김준 SK이노 총괄사장, 미국서 배터리 인재 확보 나선다",http://www.etnews.com/20210923000052,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=030&aid=0002970876,"SK아이이테크놀로지는 2019년 SK이노베이션으로부터 분사후, 지난해 프리미엄 분리막 글로벌 시장에서 점유율 1위를 차지했다. 지난 5월 IPO에 성공하며 배터리 대표 소재사로서 위상을 높이고 있다. SK지오센트릭은...","Thu, 23 Sep 2021 10:14:00 +0900",SK아이이테크놀로지,0,1,0,1
"SKIET, RE100 가입…""친환경 전력 60% 전환, 2025년 달성목표""",http://www.newsis.com/view/?id=NISX20210914_0001583145&cID=13001&pID=13000,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010719583,SK이노베이션의 소재사업 자회사 SK아이이테크놀로지(이하 SKIET)가 지난 10일 ‘RE100(Renewable Electricity 100)’ 가입을 완료했다고 14일 밝혔다. RE100이란 다국적 비영리기구 ‘더 클라이밋 그룹’에서 시작된...,"Tue, 14 Sep 2021 11:41:00 +0900",SK아이이테크놀로지,1,0,0,1
"김준 SK이노 총괄사장 미국行…""'그린 사업' 핵심 인재 확보""",https://www.dailian.co.kr/news/view/1035102/?sc=Naver,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002532029,"배터리 소재사업 회사 SK아이이테크놀로지는 2019년 SK이노베이션으로부터 분사한 후, 2년만인 지난해 프리미엄 리튬이온배터리분리막(LiBS) 글로벌 시장에서 당당히 점유율 1위를 차지했다. 이어 올해 5월 IPO에 성공하며...","Thu, 23 Sep 2021 08:39:00 +0900",SK아이이테크놀로지,1,1,0,1
"SK아이이테크놀로지, 'RE100' 가입 완료",http://www.getnews.co.kr/news/articleView.html?idxno=550451,http://www.getnews.co.kr/news/articleView.html?idxno=550451,SK이노베이션의 소재사업 자회사 SK아이이테크놀로지(이하 SKIET)가 10일 'RE100(Renewable Electricity 100)' 가입을 완료했다고 14일 밝혔다. RE100이란 다국적 비영리기구 '더 클라이밋 그룹'에서 시작된 캠페인으로...,"Tue, 14 Sep 2021 16:30:00 +0900",SK아이이테크놀로지,1,0,0,1
SK아이이테크놀로지 RE100 가입,http://www.smedaily.co.kr/news/articleView.html?idxno=213617,http://www.smedaily.co.kr/news/articleView.html?idxno=213617,SKIET 창저우 LIBS 공장 SK이노베이션의 소재사업 자회사 SK아이이테크놀로지(이하 SKIET)가 10일 'RE100' 가입을 완료했다고 14일 밝혔다. RE100이란 다국적 비영리기구 '더 클라이밋 그룹'에서 시작된 캠페인으로...,"Tue, 14 Sep 2021 14:04:00 +0900",SK아이이테크놀로지,1,0,0,1
"SKIET, 재생에너지로 공장 돌린다…'RE100' 가입",http://www.edaily.co.kr/news/newspath.asp?newsid=01564566629180120,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005036834,SK아이이테크놀로지(361610)(SKIET)는 사용 전력 100%를 재생에너지로 전환하는 ‘RE100’에 지난 10일 가입했다고 14일 밝혔다. RE100은 다국적 비영리기구 더클라이밋그룹이 주도하는 캠페인으로 전 세계적으로 환경...,"Tue, 14 Sep 2021 09:02:00 +0900",SK아이이테크놀로지,1,0,0,1
"SKIET, RE100 선언…""2025년 전체 전력 60% 친환경 전환""",https://www.joongang.co.kr/article/25007066,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=025&aid=0003135002,14일 RE100을 인증하는 국제비영리기구 ‘더클라이밋그룹’과 각 기업에 따르면 KB금융그룹(그룹 차원)과 고려아연·미래에셋증권·SK아이이테크놀로지(SKIET) 등 네 곳이 재생 에너지 100% 사용을 약속하는 RE100...,"Tue, 14 Sep 2021 14:35:00 +0900",SK아이이테크놀로지,1,0,0,1
"SKIET, 친환경 전력 전환 추진 'RE100' 가입 완료",http://www.fnnews.com/news/202109140858555660,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004708445,SK아이이테크놀로지(SKIET)는 친환경 전력 전환을 위해 지난 10일 ‘RE100’ 가입을 완료했다고 14일 밝혔다. RE100이란 다국적 비영리기구 ‘더 클라이밋 그룹’에서 시작된 캠페인으로 기업들이 사용하는 전력 100%를...,"Tue, 14 Sep 2021 09:07:00 +0900",SK아이이테크놀로지,1,0,0,1
"삼성전기 퇴사율, 2년새 절반 이하로 ‘뚝’",https://www.ceoscoredaily.com/page/view/2021091314113176396,https://www.ceoscoredaily.com/page/view/2021091314113176396,"삼성전기의 올 상반기 퇴사율이 크게 감소한 것으로 나타났다. IT·전장용 적층세라믹콘덴서(MLCC), 고사양 반도체 패키지기판 등 관련 사업 호조로 인력 운용 필요성이 높아졌던 것으로 풀이된다. 18일...","Sat, 18 Sep 2021 07:02:00 +0900",삼성전기,0,1,0,1
"엔씨소프트, 2021 신입사원 공개채용 실시",https://zdnet.co.kr/view/?no=20210924105051,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=092&aid=0002234377,엔씨소프트(대표 김택진)는 2021년 신입사원 공개채용 일정을 확정해 공개했다고 24일 밝혔다. 이번 채용은 오는 27일부터 시작된다. 채용 부문은 ▲Game AI ▲Speech AI ▲Vision AI ▲Language AI ▲Knowledge AI...,"Fri, 24 Sep 2021 11:31:00 +0900",엔씨소프트,0,1,0,1
"엔씨소프트, 2021년 신입사원 공개채용 9월 27일 시작",http://www.etnews.com/20210924000071,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=030&aid=0002971107,엔씨소프트(대표 김택진)가 2021년 신입사원 공개채용을 9월 27일 시작한다. 이번 채용은 △Game AI △Speech AI △Vision AI △Language AI △Knowledge AI △캐릭터사업 운영 △게임 엔진 개발 △게임 개발 △서비스...,"Fri, 24 Sep 2021 12:21:00 +0900",엔씨소프트,0,1,0,1
"엔씨소프트, 27일부터 2021년 신입사원 공개채용",http://news.tf.co.kr/read/economy/1889638.htm,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=629&aid=0000107385,엔씨소프트가 2021년 신입사원 공개채용을 오는 27일 한다. 이번 채용은 △게임 인공지능 △게임 개발 △게임 사업 △엔터테인먼트 플랫폼 전략 기획 △총무 등 20개 부문에서 한다. 지원서는 오는 27일부터 10월 8일...,"Fri, 24 Sep 2021 11:53:00 +0900",엔씨소프트,0,1,0,1
"엔씨소프트, 신입사원 공채 27일 시작",http://www.ajunews.com/view/20210924124028549,http://www.ajunews.com/view/20210924124028549,정명섭 기자 jms9@ajunews.com 엔씨소프트 2021년 신입사원 공채 이미지[사진=엔씨소프트 제공] 엔씨소프트가 2021년 신입사원 공개채용을 27일 시작한다. 모집 부문은 △게임 AI △스피치 AI △비전 AI △언어 AI...,"Fri, 24 Sep 2021 13:04:00 +0900",엔씨소프트,0,1,0,1
"엔씨, 2021년 신입 공채 시작…총 20개 부문 진행",http://www.edaily.co.kr/news/newspath.asp?newsid=01882726629183400,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=018&aid=0005043631,엔씨소프트(036570)는 2021년 신입사원 공개채용을 오는 27일부터 시작한다고 24일 밝혔다. 이번 채용은 △Game AI △Speech AI △Vision AI △Language AI △Knowledge AI △캐릭터사업 운영 △게임 엔진 개발 △게임 개발...,"Fri, 24 Sep 2021 10:46:00 +0900",엔씨소프트,0,1,0,1
"엔씨, 27일부터 신입사원 공개채용 시작",http://www.fnnews.com/news/202109241212212104,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=014&aid=0004713266,엔씨소프트(엔씨)는 올해 신입사원 공개채용을 오는 27일부터 진행한다고 24일 밝혔다. 서류접수는 엔씨 채용 홈페이지를 통해 10월 8일까지 받는다. 엔씨는 이번 채용을 통해 게임 인공지능(Game AI) 등 5개 AI부문...,"Fri, 24 Sep 2021 12:25:00 +0900",엔씨소프트,0,1,0,1
"엔씨, 올해 신입사원 공개채용 27일부터…20개 부문서 진행",http://game.mk.co.kr/view.php?year=2021&no=912218,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=009&aid=0004855821,엔씨소프트(대표 김택진)은 2021년 신입사원 공개채용을 오는 27일부터 시작한다. 이번 채용은 ▲Game AI ▲Speech AI ▲Vision AI ▲Language AI ▲Knowledge AI ▲캐릭터사업 운영 ▲게임 엔진 개발 ▲게임 개발...,"Fri, 24 Sep 2021 11:28:00 +0900",엔씨소프트,0,1,0,1
"엔씨, 2021년 신입사원 공개채용 27일 시작",http://www.inews24.com/view/1406449,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=031&aid=0000625459,엔씨소프트(대표 김택진)는 2021년 신입사원 공개채용을 오는 27일 시작한다고 24일 발표했다. 이번 채용은 ▲Game AI ▲Speech AI ▲Vision AI ▲Language AI ▲Knowledge AI ▲캐릭터사업 운영 ▲게임 엔진 개발 ▲게임...,"Fri, 24 Sep 2021 10:52:00 +0900",엔씨소프트,0,1,0,1
"엔씨소프트, 신입사원 공채 실시···AI 분야 등 20개 부문",https://www.sedaily.com/NewsView/22RL82E9KJ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=011&aid=0003965459,엔씨소프트(036570)(NC)가 2021년 신입사원 공개채용을 오는 27일부터 시작한다고 24일 밝혔다. 이번 채용은 Game AI·Speech AI·Vision AI 등 AI분야를 비롯해 캐릭터 사업 운영·게임 엔진 개발·엔터테인먼트 플랫폼 전략...,"Fri, 24 Sep 2021 11:15:00 +0900",엔씨소프트,0,1,0,1
"엔씨소프트, 9월 27일부터 2021년 신입공채 시작",http://www.newsway.co.kr/news/view?tp=1&ud=2021092410454264091,http://www.newsway.co.kr/news/view?tp=1&ud=2021092410454264091,엔씨소프트가 2021년 신입사원 공개채용을 9월 27일 시작한다. 이번 채용은 ▲Game AI ▲Speech AI ▲Vision AI ▲Language AI ▲Knowledge AI ▲캐릭터사업 운영 ▲게임 엔진 개발 ▲게임 개발 ▲서비스 플랫폼 개발 ▲Content...,"Fri, 24 Sep 2021 10:46:00 +0900",엔씨소프트,0,1,0,1
"엔씨소프트, 신입사원 공개채용 27일부터 시작…10월8일까지 접수",https://daily.hankooki.com/lpage/ittech/202109/dh20210924111503138280.htm?s_ref=nv,https://daily.hankooki.com/lpage/ittech/202109/dh20210924111503138280.htm?s_ref=nv,엔씨소프트(이하 엔씨(NC))가 2021년 신입사원 공개채용을 9월27일 시작한다고 24일 밝혔다. 이번 채용은 △Game AI △Speech AI △Vision AI △Language AI △Knowledge AI △캐릭터사업 운영 △게임 엔진 개발 △게임 개발...,"Fri, 24 Sep 2021 11:20:00 +0900",엔씨소프트,0,1,0,1
"엔씨소프트, 27일부터 신입사원 공채 시작",http://www.cstimes.com/news/articleView.html?idxno=475316,http://www.cstimes.com/news/articleView.html?idxno=475316,엔씨소프트 판교 R&D센터 사옥 전경 엔씨소프트(이하 엔씨)가 2021년 신입사원 공개채용을 오는 27일부터 시작한다. 이번 채용은 △AI △캐릭터사업 운영 △게임 개발 △서비스 플랫폼 개발 △디자인 △QA...,"Fri, 24 Sep 2021 13:30:00 +0900",엔씨소프트,0,1,0,1
"엔씨, 오는 27일부터 2021년 신입사원 공개채용…20개 부문에서 진행",https://www.xportsnews.com/?ac=article_view&entry_id=1478354,https://sports.news.naver.com/news.nhn?oid=311&aid=0001351937,"엔씨소프트가 2021년 신입사원을 모집한다. 24일 ㈜엔씨소프트(대표 김택진, 이하 엔씨(NC)) 측은 2021년 신입사원 공개채용을 9월 27일(월) 시작한다고 밝혔다. 이번 채용은 ▲Game AI ▲Speech AI ▲Vision AI...","Fri, 24 Sep 2021 12:03:00 +0900",엔씨소프트,0,1,0,1
"삼성그룹, 하반기 대졸 공채 돌입…13일 접수 마감",https://www.asiatime.co.kr/article/20210907500349,https://www.asiatime.co.kr/article/20210907500349,"삼성전자와 삼성디스플레이, 삼성에스디아이(SDI), 삼성전기, 삼성에스디에스(SDS), 삼성물산, 삼성생명, 제일기획 등 삼성 관계사들은 이날 '삼성 채용홈페이지'에 공고를 내고 하반기 3급(대졸) 신입사원 정기채용...","Tue, 07 Sep 2021 18:12:00 +0900",삼성에스디에스,0,1,0,1
"삼성, 2021년 하반기 대졸 신입 공채…13일까지 지원서 마감",https://www.inthenews.co.kr/news/article.html?no=40024,https://www.inthenews.co.kr/news/article.html?no=40024,"삼성전자와 삼성디스플레이, 삼성에스디아이(SDI), 삼성전기, 삼성에스디에스(SDS), 삼성물산, 삼성생명, 제일기획 등 삼성 관계사들은 지난 7일 ‘삼성 채용홈페이지’에 공고를 내고 하반기 3급(대졸) 신입사원...","Wed, 08 Sep 2021 09:34:00 +0900",삼성에스디에스,0,1,0,1
"삼성, 하반기 대졸 공채 시작···13일까지 접수",https://www.hani.co.kr/arti/economy/working/1010805.html,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=028&aid=0002559628,"삼성전자와 삼성디스플레이, 삼성에스디아이(SDI), 삼성전기, 삼성에스디에스(SDS), 삼성물산, 삼성생명, 제일기획 등 삼성 관계사들은 이날 ‘삼성 채용홈페이지’에 공고를 내고 하반기 3급(대졸) 신입사원 정기채용...","Tue, 07 Sep 2021 16:10:00 +0900",삼성에스디에스,0,1,0,1
"LG이노텍 등 12개사, 섹터 ESG 점수 1위 기업 등극",http://news.mt.co.kr/mtview.php?no=2021092313473315553,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004648182,(산업재) 삼성에스디에스(정보통신기술) 등 12개사가 국내 증시 주요 섹터별 ESG(환경·사회·지배구조) 통합점수가 가장 높은 기업들로 꼽혔다. AI(인공지능) 기반 ESG 평가 전문기관인 지속가능발전소는 2020년 9월...,"Fri, 24 Sep 2021 04:05:00 +0900",삼성에스디에스,1,1,1,1
[SK證 주간추천주]2Q 실적株 '눈길'…삼성에스디에스·JB금융지주·S-Oil,http://www.edaily.co.kr/news/newspath.asp?newsid=01200486629120096,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0004999334,"◇코스피 △삼성에스디에스(018260) - 2Q21 실적 매출액 3 조2509억원(26.7% YoY), 영업이익 2247억원 (14.2% YoY, OPM: 6.9%) 기록 - 물동량 증가 및 물류비 증가 기조가 이어지면서 분기 사상 최대 매출액 기록 - 하반기...","Sat, 31 Jul 2021 08:01:00 +0900",삼성에스디에스,0,0,0,0
"SK證 ""삼성에스디에스, 업황 개선되지만 주가 저평가""",http://www.newsis.com/view/?id=NISX20210714_0001511959&cID=10401&pID=10400,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010605963,"SK증권은 14일 삼성에스디에스(018260)에 대해 업황이 개선되고 있지만 주가가 저평가됐다고 판단했다. 투자의견은 매수, 목표주가는 25만원을 유지했다. 최관순 SK증권 연구원은 ""삼성에스디에스의 올해 2분기 실적은...","Wed, 14 Jul 2021 08:21:00 +0900",삼성에스디에스,0,0,0,0
"삼성에스디에스, 주력 사업 호조",http://www.nspna.com/news/?mode=view&newsid=512989,http://www.nspna.com/news/?mode=view&newsid=512989,"진다예 기자, 삼성에스디에스(018260)는 2021년 2분기 영업이익이 2290억원(+5.5%QoQ, +16.4%YoY)으로 컨센서스 2320억원에 부합할 전망이다. IT서비스는 ERP(Enterprise Resource Planning), 클라우드 위주로 호조, 물류는 운임...","Wed, 07 Jul 2021 08:24:00 +0900",삼성에스디에스,0,0,0,0
삼성에스디에스 공매도 ‘9967주’…공매 거래금액 ‘5억’↑,http://www.pinpointnews.co.kr/view.php?ud=202105140713477398cd1e7f0bdf_45,http://www.pinpointnews.co.kr/view.php?ud=202105140713477398cd1e7f0bdf_45,한국거래소에 따르면 13일 삼성에스디에스 공매도는 9967주로 나타났다. 거래대금은 17억4771만원 규모다. 앞서 지난 12일 삼성에스디에스는 7030주의 공매도가 진행됐고 이에 따른 거래 금액은 12억5403만원이다....,"Fri, 14 May 2021 07:14:00 +0900",삼성에스디에스,0,0,0,0
